index,date,user_submitted_review,title,total_purchased,distribution_channel,author
2333,2019-07-20,4.0,The Art of Profitability,3.0,In-Person,Adrian Slywotzky
2335,2019-07-18,5.0,The Art of Profitability,5.0,Online,Adrian Slywotzky
2336,2019-03-26,4.0,A Technique for Producing Ideas,4.0,In-Person,James Webb Young
2337,2019-05-26,5.0,The Art of Profitability,3.0,In-Person,Adrian Slywotzky
2338,2019-12-19,2.0,10% Happier,2.0,In-Person,Dan Harris
2339,2019-07-24,5.0,The 10X Rule,3.0,In-Person,Grant Cardone
2340,2019-05-01,3.0,A Technique for Producing Ideas,4.0,In-Person,James Webb Young
2341,2019-04-21,5.0,The 10X Rule,6.0,Online,Grant Cardone
2342,2019-01-14,5.0,The 10X Rule,4.0,Online,Grant Cardone
2343,2019-03-29,2.0,The 10X Rule,4.0,In-Person,Grant Cardone
2344,2019-06-11,4.0,The 10X Rule,2.0,Online,Grant Cardone
2345,2019-07-17,3.0,The 10X Rule,9.0,Online,Grant Cardone
2346,2019-04-12,3.0,A Technique for Producing Ideas,2.0,In-Person,James Webb Young
2347,2019-10-09,5.0,A Technique for Producing Ideas,1.0,In-Person,James Webb Young
2348,2019-05-13,5.0,A Technique for Producing Ideas,1.0,In-Person,James Webb Young
2350,2019-08-14,5.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
2351,2019-10-05,2.0,The 10X Rule,3.0,In-Person,Grant Cardone
2352,2019-08-22,4.0,The Art of Profitability,2.0,Online,Adrian Slywotzky
2353,2019-06-29,,The 10X Rule,4.0,In-Person,Grant Cardone
2354,2019-03-26,,10% Happier,6.0,In-Person,Dan Harris
2355,2019-11-10,5.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
2356,2019-08-31,5.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
2357,2019-11-13,,The 10X Rule,2.0,In-Person,Grant Cardone
2358,2019-06-21,2.0,The 10X Rule,5.0,Online,Grant Cardone
2359,2019-10-30,5.0,The 10X Rule,6.0,In-Person,Grant Cardone
2361,2019-03-03,4.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
2362,2019-10-27,5.0,The 10X Rule,2.0,In-Person,Grant Cardone
2363,2019-07-04,3.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
2364,2019-06-13,5.0,10% Happier,3.0,Online,Dan Harris
2365,2019-06-24,5.0,A Technique for Producing Ideas,8.0,Online,James Webb Young
2366,2019-07-12,5.0,10% Happier,5.0,Online,Dan Harris
2367,2019-12-04,,The 10X Rule,2.0,Online,Grant Cardone
2368,2019-03-28,4.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
2369,2019-08-04,5.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
2370,2019-09-04,1.0,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
2371,2019-04-06,5.0,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
2372,2019-05-13,5.0,10% Happier,1.0,In-Person,Dan Harris
2373,2019-06-10,,The Art of Profitability,7.0,Online,Adrian Slywotzky
2374,2019-07-12,5.0,A Technique for Producing Ideas,1.0,Online,James Webb Young
2375,2019-08-14,3.0,10% Happier,2.0,Online,Dan Harris
2376,2019-08-29,1.0,The 10X Rule,5.0,In-Person,Grant Cardone
2378,2019-07-20,4.0,The 10X Rule,3.0,Online,Grant Cardone
2379,2019-07-22,2.0,The Art of Profitability,3.0,In-Person,Adrian Slywotzky
2380,2019-03-14,2.0,A Technique for Producing Ideas,7.0,Online,James Webb Young
2381,2019-01-06,4.0,The 10X Rule,3.0,Online,Grant Cardone
2382,2019-04-13,5.0,The 10X Rule,4.0,Online,Grant Cardone
2383,2019-06-14,1.0,A Technique for Producing Ideas,4.0,In-Person,James Webb Young
2384,2019-02-06,4.0,The Art of Profitability,3.0,Online,Adrian Slywotzky
2385,2019-12-31,5.0,The 10X Rule,2.0,Online,Grant Cardone
2386,2019-02-27,,A Technique for Producing Ideas,5.0,Online,James Webb Young
2387,2019-03-30,5.0,The 10X Rule,8.0,Online,Grant Cardone
2388,2019-01-20,2.0,10% Happier,4.0,In-Person,Dan Harris
2389,2019-10-23,5.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
2390,2019-08-11,2.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
2391,2019-04-07,,A Technique for Producing Ideas,2.0,Online,James Webb Young
2392,2019-12-04,,The Art of Profitability,3.0,Online,Adrian Slywotzky
2393,2019-02-11,4.0,The 10X Rule,4.0,In-Person,Grant Cardone
2394,2019-01-16,3.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
2395,2019-09-05,,The Art of Profitability,4.0,Online,Adrian Slywotzky
2397,2019-03-15,3.0,The 10X Rule,4.0,Online,Grant Cardone
2398,2019-11-26,5.0,A Technique for Producing Ideas,11.0,In-Person,James Webb Young
2399,2019-07-13,4.0,The 10X Rule,4.0,In-Person,Grant Cardone
2400,2019-10-11,2.0,10% Happier,1.0,Online,Dan Harris
2402,2019-08-01,1.0,10% Happier,2.0,Online,Dan Harris
2403,2019-05-15,3.0,The Art of Profitability,5.0,Online,Adrian Slywotzky
2404,2019-11-19,,The 10X Rule,2.0,Online,Grant Cardone
2405,2019-03-12,2.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
2407,2019-02-22,5.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
2408,2019-09-29,,A Technique for Producing Ideas,4.0,In-Person,James Webb Young
2409,2019-05-29,4.0,The Art of Profitability,5.0,Online,Adrian Slywotzky
2410,2019-02-18,3.0,A Technique for Producing Ideas,6.0,In-Person,James Webb Young
2412,2019-08-26,3.0,The 10X Rule,4.0,In-Person,Grant Cardone
2413,2019-10-03,,The 10X Rule,6.0,In-Person,Grant Cardone
2414,2019-04-28,3.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
2415,2019-04-23,3.0,10% Happier,2.0,Online,Dan Harris
2416,2019-05-10,4.0,The 10X Rule,1.0,Online,Grant Cardone
2418,2019-01-04,4.0,10% Happier,3.0,In-Person,Dan Harris
2419,2019-12-05,2.0,A Technique for Producing Ideas,7.0,In-Person,James Webb Young
2420,2019-07-28,2.0,The Art of Profitability,7.0,Online,Adrian Slywotzky
2422,2019-08-29,,The 10X Rule,4.0,Online,Grant Cardone
2423,2019-05-09,3.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
2424,2019-11-14,1.0,The 10X Rule,8.0,Online,Grant Cardone
2425,2019-06-05,4.0,The 10X Rule,6.0,Online,Grant Cardone
2426,2019-02-20,1.0,The 10X Rule,2.0,Online,Grant Cardone
2428,2019-06-07,3.0,The Art of Profitability,4.0,Online,Adrian Slywotzky
2429,2019-04-24,1.0,The 10X Rule,2.0,Online,Grant Cardone
2431,2019-07-11,1.0,A Technique for Producing Ideas,4.0,In-Person,James Webb Young
2432,2019-03-18,3.0,The Art of War,3.0,Online,Sun Tzu
2433,2019-07-21,1.0,10% Happier,3.0,Online,Dan Harris
2434,2019-08-30,4.0,10% Happier,3.0,Online,Dan Harris
2435,2019-12-13,5.0,The Art of Profitability,3.0,Online,Adrian Slywotzky
2436,2019-04-21,5.0,A Technique for Producing Ideas,7.0,In-Person,James Webb Young
2437,2019-03-17,4.0,The 10X Rule,1.0,Online,Grant Cardone
2438,2019-11-21,5.0,A Technique for Producing Ideas,5.0,In-Person,James Webb Young
2439,2019-03-14,,The Art of Profitability,5.0,Online,Adrian Slywotzky
2440,2019-02-12,3.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
2441,2019-11-26,3.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
2442,2019-08-15,2.0,The Art of Profitability,6.0,Online,Adrian Slywotzky
2444,2019-12-27,3.0,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
2445,2019-02-25,5.0,The 10X Rule,5.0,Online,Grant Cardone
2446,2019-08-22,,The 10X Rule,7.0,In-Person,Grant Cardone
2447,2019-05-26,4.0,The Art of War,2.0,Online,Sun Tzu
2448,2019-03-19,5.0,10% Happier,2.0,Online,Dan Harris
2450,2019-05-04,3.0,The Art of Profitability,1.0,In-Person,Adrian Slywotzky
2451,2019-03-12,5.0,A Technique for Producing Ideas,7.0,Online,James Webb Young
2452,2019-01-07,2.0,The 10X Rule,3.0,Online,Grant Cardone
2453,2019-09-12,,The 10X Rule,10.0,In-Person,Grant Cardone
2454,2019-07-27,5.0,The 10X Rule,3.0,Online,Grant Cardone
2456,2019-08-01,2.0,The 10X Rule,4.0,Online,Grant Cardone
2457,2019-08-22,5.0,10% Happier,5.0,Online,Dan Harris
2458,2019-09-14,5.0,10% Happier,2.0,In-Person,Dan Harris
2459,2019-12-27,2.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
2460,2019-07-23,,A Technique for Producing Ideas,6.0,Online,James Webb Young
2461,2019-10-05,4.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
2462,2019-06-13,5.0,The Art of Profitability,5.0,In-Person,Adrian Slywotzky
2463,2019-01-22,3.0,10% Happier,4.0,Online,Dan Harris
2464,2019-04-09,3.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
2465,2019-01-10,,A Technique for Producing Ideas,3.0,Online,James Webb Young
2466,2019-01-25,5.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
2467,2019-03-13,,The 10X Rule,6.0,In-Person,Grant Cardone
2468,2019-05-31,5.0,The 10X Rule,2.0,In-Person,Grant Cardone
2469,2019-10-07,5.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
2470,2019-04-21,4.0,The 10X Rule,4.0,Online,Grant Cardone
2471,2019-11-29,5.0,The Art of Profitability,6.0,In-Person,Adrian Slywotzky
2472,2019-08-17,4.0,The 10X Rule,2.0,Online,Grant Cardone
2473,2019-12-12,4.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
2474,2019-04-14,3.0,The 10X Rule,3.0,In-Person,Grant Cardone
2475,2019-11-07,1.0,10% Happier,7.0,In-Person,Dan Harris
2476,2019-03-27,4.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
2478,2019-04-10,3.0,The 10X Rule,3.0,Online,Grant Cardone
2479,2019-12-27,4.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
2481,2019-03-28,1.0,The 10X Rule,5.0,Online,Grant Cardone
2482,2019-04-07,1.0,The Art of Profitability,4.0,In-Person,Adrian Slywotzky
2483,2019-12-09,5.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
2484,2019-12-13,4.0,A Technique for Producing Ideas,1.0,Online,James Webb Young
2485,2019-10-04,1.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
2486,2019-12-12,5.0,The 10X Rule,3.0,Online,Grant Cardone
2487,2019-02-11,,A Technique for Producing Ideas,8.0,In-Person,James Webb Young
2491,2019-08-01,5.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
2492,2019-04-14,2.0,The 10X Rule,0.0,Online,Grant Cardone
2493,2019-04-02,1.0,The Art of Profitability,2.0,Online,Adrian Slywotzky
2495,2019-09-21,,A Technique for Producing Ideas,1.0,Online,James Webb Young
2497,2019-11-11,4.0,10% Happier,5.0,Online,Dan Harris
2498,2019-08-08,2.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
2499,2019-01-04,5.0,The Art of Profitability,5.0,Online,Adrian Slywotzky
2500,2019-09-04,5.0,The 10X Rule,2.0,Online,Grant Cardone
2501,2019-03-23,5.0,The Art of Profitability,2.0,Online,Adrian Slywotzky
2502,2019-07-24,,The Art of War,4.0,In-Person,Sun Tzu
2503,2019-11-08,5.0,The Art of Profitability,4.0,Online,Adrian Slywotzky
2504,2019-12-21,5.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
2505,2019-03-03,5.0,The Art of Profitability,6.0,Online,Adrian Slywotzky
2506,2019-08-19,,10% Happier,7.0,Online,Dan Harris
2507,2019-02-23,5.0,The Art of Profitability,9.0,Online,Adrian Slywotzky
2508,2019-08-10,5.0,The 10X Rule,2.0,In-Person,Grant Cardone
2509,2019-09-11,3.0,A Technique for Producing Ideas,9.0,In-Person,James Webb Young
2510,2019-05-21,3.0,The 10X Rule,1.0,Online,Grant Cardone
2511,2019-11-24,5.0,The 10X Rule,3.0,In-Person,Grant Cardone
2512,2019-07-10,3.0,10% Happier,5.0,Online,Dan Harris
2513,2019-10-13,2.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
2514,2019-10-20,2.0,The 10X Rule,5.0,Online,Grant Cardone
2515,2019-06-20,3.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
2516,2019-09-19,,The 10X Rule,3.0,In-Person,Grant Cardone
2517,2019-05-22,3.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
2518,2019-01-02,3.0,A Technique for Producing Ideas,7.0,Online,James Webb Young
2519,2019-04-07,4.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
2522,2019-06-13,5.0,The 10X Rule,4.0,Online,Grant Cardone
2523,2019-05-21,4.0,The 10X Rule,4.0,Online,Grant Cardone
2524,2019-07-15,2.0,The 10X Rule,3.0,Online,Grant Cardone
2526,2019-12-14,5.0,10% Happier,1.0,Online,Dan Harris
2527,2019-03-20,3.0,A Technique for Producing Ideas,5.0,In-Person,James Webb Young
2528,2019-01-03,1.0,The 10X Rule,1.0,In-Person,Grant Cardone
2529,2019-05-31,4.0,10% Happier,5.0,Online,Dan Harris
2530,2019-09-25,4.0,The 10X Rule,6.0,Online,Grant Cardone
2531,2019-07-28,1.0,The Art of Profitability,5.0,Online,Adrian Slywotzky
2532,2019-11-20,3.0,The Art of Profitability,5.0,Online,Adrian Slywotzky
2534,2019-07-31,5.0,The 10X Rule,3.0,In-Person,Grant Cardone
2535,2019-09-14,1.0,The 10X Rule,5.0,In-Person,Grant Cardone
2536,2019-07-22,2.0,The 10X Rule,2.0,In-Person,Grant Cardone
2537,2019-06-10,4.0,A Technique for Producing Ideas,2.0,In-Person,James Webb Young
2538,2019-05-26,4.0,A Technique for Producing Ideas,9.0,Online,James Webb Young
2539,2019-05-27,,A Technique for Producing Ideas,6.0,Online,James Webb Young
2540,2019-06-02,5.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
2541,2019-11-20,5.0,The 10X Rule,4.0,In-Person,Grant Cardone
2543,2019-12-03,1.0,A Technique for Producing Ideas,4.0,In-Person,James Webb Young
2544,2019-12-08,2.0,The 10X Rule,4.0,Online,Grant Cardone
2546,2019-01-20,4.0,The 10X Rule,5.0,Online,Grant Cardone
2547,2019-06-30,2.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
2548,2019-06-11,5.0,10% Happier,1.0,Online,Dan Harris
2549,2019-02-07,2.0,The Art of Profitability,3.0,Online,Adrian Slywotzky
2550,2019-07-20,,The 10X Rule,11.0,Online,Grant Cardone
2551,2019-08-11,5.0,10% Happier,3.0,Online,Dan Harris
2552,2019-12-21,3.0,The 10X Rule,2.0,In-Person,Grant Cardone
2553,2019-08-31,1.0,The Art of Profitability,4.0,Online,Adrian Slywotzky
2555,2019-08-08,3.0,The 10X Rule,5.0,Online,Grant Cardone
2557,2019-09-15,5.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
2558,2019-08-19,5.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
2559,2019-03-08,5.0,10% Happier,5.0,In-Person,Dan Harris
2561,2019-09-01,,The 10X Rule,2.0,Online,Grant Cardone
2562,2019-01-09,5.0,The Art of Profitability,2.0,Online,Adrian Slywotzky
2563,2019-09-27,4.0,10% Happier,5.0,In-Person,Dan Harris
2564,2019-11-11,4.0,A Technique for Producing Ideas,8.0,Online,James Webb Young
2565,2019-07-22,3.0,The 10X Rule,5.0,Online,Grant Cardone
2566,2019-11-29,3.0,A Technique for Producing Ideas,1.0,In-Person,James Webb Young
2567,2019-04-11,2.0,The 10X Rule,4.0,Online,Grant Cardone
2568,2019-05-10,4.0,The Art of Profitability,4.0,Online,Adrian Slywotzky
2569,2019-09-14,5.0,The 10X Rule,5.0,Online,Grant Cardone
2570,2019-08-14,,A Technique for Producing Ideas,4.0,In-Person,James Webb Young
2571,2019-10-21,4.0,The 10X Rule,5.0,In-Person,Grant Cardone
2573,2019-07-08,4.0,The 10X Rule,5.0,In-Person,Grant Cardone
2574,2019-06-27,3.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
2575,2019-01-12,,The 10X Rule,8.0,Online,Grant Cardone
2576,2019-05-10,4.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
2577,2019-01-02,5.0,10% Happier,4.0,Online,Dan Harris
2578,2019-05-05,1.0,A Technique for Producing Ideas,1.0,In-Person,James Webb Young
2579,2019-01-17,4.0,The Art of Profitability,2.0,In-Person,Adrian Slywotzky
2580,2019-03-19,4.0,A Technique for Producing Ideas,6.0,In-Person,James Webb Young
2582,2019-03-04,,A Technique for Producing Ideas,4.0,In-Person,James Webb Young
2583,2019-07-17,4.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
2584,2019-03-17,3.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
2585,2019-12-04,4.0,A Technique for Producing Ideas,2.0,In-Person,James Webb Young
2586,2019-10-06,3.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
2587,2019-10-19,5.0,The 10X Rule,3.0,Online,Grant Cardone
2588,2019-02-04,,A Technique for Producing Ideas,7.0,Online,James Webb Young
2589,2019-05-26,,A Technique for Producing Ideas,3.0,Online,James Webb Young
2591,2019-07-17,3.0,The Art of Profitability,3.0,In-Person,Adrian Slywotzky
2592,2019-12-06,2.0,The 10X Rule,2.0,In-Person,Grant Cardone
2593,2019-04-19,5.0,A Technique for Producing Ideas,5.0,In-Person,James Webb Young
2594,2019-05-03,4.0,The 10X Rule,1.0,Online,Grant Cardone
2595,2019-08-16,,A Technique for Producing Ideas,1.0,In-Person,James Webb Young
2596,2019-01-24,3.0,The Art of War,6.0,In-Person,Sun Tzu
2597,2019-07-27,4.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
2598,2019-03-04,,The 10X Rule,3.0,In-Person,Grant Cardone
2599,2019-02-16,4.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
2600,2019-11-10,5.0,The Art of War,2.0,Online,Sun Tzu
2602,2019-12-06,,A Technique for Producing Ideas,2.0,In-Person,James Webb Young
2604,2019-01-02,5.0,The 10X Rule,7.0,Online,Grant Cardone
2605,2019-10-07,1.0,10% Happier,4.0,Online,Dan Harris
2606,2019-09-06,1.0,The 10X Rule,2.0,Online,Grant Cardone
2607,2019-08-13,3.0,The 10X Rule,3.0,Online,Grant Cardone
2608,2019-05-16,4.0,A Technique for Producing Ideas,1.0,Online,James Webb Young
2609,2019-05-06,5.0,The Art of Profitability,6.0,In-Person,Adrian Slywotzky
2612,2019-04-01,,The 10X Rule,3.0,In-Person,Grant Cardone
2613,2019-02-13,5.0,10% Happier,1.0,Online,Dan Harris
2614,2019-08-21,3.0,A Technique for Producing Ideas,1.0,In-Person,James Webb Young
2615,2019-12-27,5.0,The 10X Rule,5.0,Online,Grant Cardone
2616,2019-08-11,5.0,A Technique for Producing Ideas,2.0,In-Person,James Webb Young
2617,2019-01-03,3.0,The 10X Rule,0.0,Online,Grant Cardone
2618,2019-09-15,5.0,The 10X Rule,4.0,In-Person,Grant Cardone
2619,2019-12-15,,A Technique for Producing Ideas,8.0,Online,James Webb Young
2621,2019-03-01,4.0,The 10X Rule,5.0,In-Person,Grant Cardone
2622,2019-04-25,,A Technique for Producing Ideas,4.0,Online,James Webb Young
2623,2019-07-27,5.0,The Art of War,3.0,In-Person,Sun Tzu
2624,2019-11-09,5.0,The 10X Rule,4.0,In-Person,Grant Cardone
2625,2019-04-11,,The 10X Rule,7.0,In-Person,Grant Cardone
2626,2019-05-07,,The Art of Profitability,3.0,Online,Adrian Slywotzky
2627,2019-03-10,4.0,The 10X Rule,2.0,In-Person,Grant Cardone
2628,2019-12-25,3.0,The 10X Rule,2.0,In-Person,Grant Cardone
2629,2019-03-14,4.0,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
2630,2019-06-19,2.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
2631,2019-05-27,5.0,A Technique for Producing Ideas,2.0,In-Person,James Webb Young
2632,2019-01-09,4.0,10% Happier,3.0,Online,Dan Harris
2634,2019-09-01,,The Art of Profitability,3.0,Online,Adrian Slywotzky
2635,2019-05-04,3.0,The 10X Rule,1.0,Online,Grant Cardone
2636,2019-07-28,5.0,The Art of Profitability,1.0,In-Person,Adrian Slywotzky
2637,2019-03-09,,The 10X Rule,5.0,Online,Grant Cardone
2638,2019-07-24,4.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
2639,2019-04-23,,The 10X Rule,7.0,In-Person,Grant Cardone
2640,2019-10-10,4.0,The 10X Rule,1.0,Online,Grant Cardone
2641,2019-07-11,2.0,The 10X Rule,2.0,In-Person,Grant Cardone
2642,2019-12-02,1.0,A Technique for Producing Ideas,8.0,Online,James Webb Young
2644,2019-11-15,1.0,A Technique for Producing Ideas,4.0,In-Person,James Webb Young
2645,2019-06-03,3.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
2646,2019-01-28,,The 10X Rule,5.0,Online,Grant Cardone
2647,2019-05-25,3.0,A Technique for Producing Ideas,4.0,In-Person,James Webb Young
2648,2019-02-08,3.0,The 10X Rule,7.0,In-Person,Grant Cardone
2649,2019-06-29,5.0,The Art of Profitability,5.0,In-Person,Adrian Slywotzky
2650,2019-12-12,5.0,The 10X Rule,2.0,Online,Grant Cardone
2651,2019-07-18,,10% Happier,2.0,Online,Dan Harris
2652,2019-11-07,5.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
2653,2019-06-05,4.0,The Art of Profitability,7.0,Online,Adrian Slywotzky
2655,2019-11-13,3.0,The 10X Rule,3.0,In-Person,Grant Cardone
2656,2019-05-14,,The 10X Rule,4.0,Online,Grant Cardone
2657,2019-01-16,,A Technique for Producing Ideas,7.0,Online,James Webb Young
2658,2019-03-20,2.0,The Art of Profitability,7.0,In-Person,Adrian Slywotzky
2659,2019-11-10,,The Art of War,4.0,Online,Sun Tzu
2660,2019-10-21,5.0,The Art of Profitability,3.0,Online,Adrian Slywotzky
2661,2019-10-11,2.0,A Technique for Producing Ideas,2.0,In-Person,James Webb Young
2662,2019-09-04,3.0,The 10X Rule,4.0,Online,Grant Cardone
2663,2019-07-28,4.0,10% Happier,4.0,Online,Dan Harris
2665,2019-07-31,,10% Happier,2.0,Online,Dan Harris
2666,2019-05-16,3.0,The 10X Rule,8.0,Online,Grant Cardone
2667,2019-09-10,,The Art of Profitability,7.0,In-Person,Adrian Slywotzky
2668,2019-06-30,,10% Happier,6.0,Online,Dan Harris
2669,2019-03-24,4.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
2670,2019-01-02,1.0,A Technique for Producing Ideas,9.0,Online,James Webb Young
2671,2019-07-22,4.0,10% Happier,6.0,Online,Dan Harris
2672,2019-04-17,,10% Happier,4.0,In-Person,Dan Harris
2673,2019-09-16,,The 10X Rule,2.0,Online,Grant Cardone
2675,2019-11-12,3.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
2676,2019-11-26,3.0,A Technique for Producing Ideas,1.0,Online,James Webb Young
2677,2019-09-16,,A Technique for Producing Ideas,5.0,In-Person,James Webb Young
2678,2019-12-09,5.0,The 10X Rule,5.0,In-Person,Grant Cardone
2679,2019-09-01,,The 10X Rule,8.0,Online,Grant Cardone
2680,2019-09-26,2.0,The Art of War,5.0,In-Person,Sun Tzu
2681,2019-09-09,2.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
2685,2019-12-18,4.0,10% Happier,2.0,In-Person,Dan Harris
2686,2019-03-15,2.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
2688,2019-01-09,5.0,The 10X Rule,4.0,Online,Grant Cardone
2689,2019-04-30,2.0,The Art of Profitability,7.0,Online,Adrian Slywotzky
2690,2019-02-27,1.0,The 10X Rule,5.0,Online,Grant Cardone
2691,2019-12-20,,The Art of Profitability,5.0,Online,Adrian Slywotzky
2693,2019-07-29,5.0,The 10X Rule,2.0,In-Person,Grant Cardone
2695,2019-12-29,3.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
2696,2019-07-15,,The 10X Rule,6.0,Online,Grant Cardone
2698,2019-12-01,5.0,10% Happier,0.0,In-Person,Dan Harris
2700,2019-11-24,,The 10X Rule,5.0,Online,Grant Cardone
2701,2019-05-12,5.0,The 10X Rule,5.0,Online,Grant Cardone
2702,2019-07-26,5.0,The 10X Rule,5.0,In-Person,Grant Cardone
2703,2019-06-17,,The Art of Profitability,5.0,Online,Adrian Slywotzky
2704,2019-09-29,5.0,10% Happier,3.0,In-Person,Dan Harris
2706,2019-06-14,1.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
2709,2019-04-21,2.0,The 10X Rule,5.0,Online,Grant Cardone
2710,2019-07-25,5.0,The 10X Rule,5.0,Online,Grant Cardone
2711,2019-12-23,3.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
2712,2019-08-20,5.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
2713,2019-08-11,5.0,The 10X Rule,7.0,Online,Grant Cardone
2716,2019-07-20,3.0,10% Happier,5.0,Online,Dan Harris
2717,2019-08-20,5.0,The 10X Rule,3.0,Online,Grant Cardone
2719,2019-07-23,,The 10X Rule,4.0,Online,Grant Cardone
2720,2019-10-04,5.0,The Art of Profitability,3.0,In-Person,Adrian Slywotzky
2721,2019-11-15,5.0,A Technique for Producing Ideas,2.0,In-Person,James Webb Young
2724,2019-01-20,5.0,A Technique for Producing Ideas,9.0,Online,James Webb Young
2725,2019-09-25,4.0,The 10X Rule,9.0,Online,Grant Cardone
2726,2019-12-02,5.0,The 10X Rule,6.0,Online,Grant Cardone
2727,2019-09-09,3.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
2728,2019-05-25,5.0,The 10X Rule,1.0,In-Person,Grant Cardone
2729,2019-01-04,5.0,10% Happier,2.0,Online,Dan Harris
2730,2019-11-24,4.0,The 10X Rule,4.0,In-Person,Grant Cardone
2731,2019-08-29,4.0,The 10X Rule,5.0,Online,Grant Cardone
2733,2019-06-05,4.0,The 10X Rule,3.0,In-Person,Grant Cardone
2734,2019-05-06,,A Technique for Producing Ideas,5.0,Online,James Webb Young
2735,2019-02-12,,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
2737,2019-08-30,5.0,The Art of Profitability,5.0,Online,Adrian Slywotzky
2738,2019-12-28,3.0,The 10X Rule,6.0,Online,Grant Cardone
2739,2019-01-17,3.0,The 10X Rule,1.0,Online,Grant Cardone
2740,2019-10-15,5.0,10% Happier,0.0,Online,Dan Harris
2741,2019-05-12,1.0,The Art of War,4.0,Online,Sun Tzu
2742,2019-08-13,,The 10X Rule,6.0,Online,Grant Cardone
2743,2019-08-08,5.0,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
2744,2019-12-13,3.0,The Art of Profitability,4.0,Online,Adrian Slywotzky
2745,2019-03-26,2.0,The 10X Rule,5.0,In-Person,Grant Cardone
2746,2019-06-23,,The Art of Profitability,7.0,In-Person,Adrian Slywotzky
2747,2019-02-28,2.0,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
2748,2019-03-21,5.0,The 10X Rule,2.0,In-Person,Grant Cardone
2749,2019-04-17,2.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
2750,2019-02-23,1.0,The 10X Rule,4.0,In-Person,Grant Cardone
2751,2019-08-19,4.0,The Art of War,6.0,Online,Sun Tzu
2752,2019-12-13,3.0,10% Happier,3.0,Online,Dan Harris
2753,2019-11-17,4.0,The Art of Profitability,3.0,Online,Adrian Slywotzky
2754,2019-08-28,,10% Happier,6.0,In-Person,Dan Harris
2755,2019-06-13,3.0,The 10X Rule,4.0,In-Person,Grant Cardone
